carID,price
89856,13135.434585861845
106581,21744.612696289834
80886,13718.974303220455
100174,16748.39971626935
81376,24009.390432468936
85391,10469.91683826107
82175,14536.205702918049
95250,15492.028137533156
85071,4936.3317167210125
96210,16940.07067595255
80317,27617.132056892453
92731,20655.866324499548
107704,8756.767645394779
98302,7369.485302654718
107055,22675.41156106564
94621,42265.95587457191
91709,19726.61099832751
98193,47849.28473481425
76189,17619.339528654215
86871,13810.454689147386
102917,6779.818124334582
90923,25628.041271266793
101603,8529.937943912253
94196,20744.546450561924
85174,15887.050299995833
103370,12511.372484413756
107877,16280.212601713469
79567,14393.883675080568
90091,9326.001807709821
76169,13481.873620811655
98708,11117.446188436592
107347,21767.377314731733
89583,9384.860545522013
101591,11472.56868735546
92160,15678.575538559708
99676,11556.84427218451
85354,17355.75635542624
81900,11680.657735267938
80345,21124.86813760985
78509,32381.923546118684
100872,9575.191218594775
95087,27995.019159128395
86027,16279.364328770373
89135,13635.209448179061
80557,26281.398117423552
108092,21203.930528643228
102672,16683.891503287807
83022,8038.529549221359
78398,20279.786871294164
95889,29030.773754461065
81117,46459.63700965861
93730,18798.913923191427
101380,9425.209566909465
81772,26889.487879215634
85304,10866.099498952235
86107,5829.487840030432
88696,15746.071558640373
104350,19989.790863720507
87331,12826.242400472376
85206,16554.226610516627
107445,24465.543318052056
106539,28818.672503836577
98712,22945.498833944093
96875,13498.959924128132
108464,22421.142401140005
99890,7793.177503947078
87771,17039.48562862043
79442,20597.93941816127
84170,10968.686652699913
103045,15466.88805574633
101544,3905.028440722678
77350,10648.367326442576
89225,14603.134959766492
79565,56742.681339853996
82849,10465.20834822506
94360,21284.184467953724
103040,6428.992972714802
105101,44981.6637355826
97077,11724.087577468832
98674,13110.535345016051
93447,28891.807385700104
84951,19567.49274345023
91953,10591.363164475519
102101,8223.137519133887
92604,30883.58246877122
89010,9893.296777409825
102729,10137.900019226254
88024,10796.269164245696
104367,12014.301154734536
101230,11218.269242749673
82524,18968.048285909317
95279,47763.36168885751
106098,12241.786743330724
89749,8815.107314585819
101277,6646.385638099265
108016,27282.539353195276
81259,26746.638915382606
97434,20419.863932921955
105289,25967.643967232012
103379,9818.036210142736
78317,31123.092986635063
104166,22039.86871533051
106660,32281.842288217806
107490,12104.18960424663
90684,13786.050777568127
90032,6875.554984845309
79481,19092.873324539523
102524,9194.92879364365
100778,17085.008696060766
77810,14775.03821476356
98979,13359.746091880144
76558,19095.846830038798
94550,22199.713892456544
107246,6170.660984256402
77429,26139.04827392144
106105,12438.208887043256
105213,9681.531961958222
102747,10519.27342193703
104958,15324.691532123281
96036,17317.9561369448
92310,22695.71263714741
100837,6067.939933405861
82858,11254.167590811436
90119,10806.936548830914
77304,21655.720031133813
89011,11330.8195143424
84623,16782.220387152873
99665,22505.218773023396
100592,10063.039455812233
82623,10468.624908817643
92035,18883.21433884765
84305,10422.610201391915
92903,6344.331492912624
93398,20045.12567261971
108067,19726.407620523187
85062,8306.484598721781
81727,38300.19613631231
95637,10847.43471385656
89690,8396.534865737527
83240,17784.625065864515
89711,8466.999485302633
96945,10414.876040062598
104924,22435.145629030783
79633,19856.64627835969
89582,4665.468569072234
98080,7465.130172400496
85992,6643.778939498243
86712,12906.44917880307
105767,13048.16419190783
100590,8992.381525236367
104574,15406.991819332628
97246,12036.030460886956
78141,18054.64886054432
91590,28885.63438532376
80767,14059.17694184089
100344,14597.330513473726
88987,20775.8230181279
96479,21040.09290428267
90598,8976.048497236861
83880,8243.857995451353
86802,14929.789185530417
103078,15584.261634489998
84736,9573.20271390486
84196,3248.8337751398567
102062,10125.760588903462
90110,6604.5360953610825
102907,11501.766040800758
81776,23851.609963889678
102431,6462.181896104698
80442,14200.525515758993
78656,28491.693798911056
78537,35053.46183700308
102511,8273.372757436704
93612,19777.308141565307
99284,7918.403804419765
96315,15588.637120252904
94305,41140.11253064339
100636,10841.36393591713
81816,15252.267304054007
100352,16025.453221378419
101476,10631.951520634026
93392,32710.875234465766
93995,22724.1523647332
94261,30964.695032823285
89117,15535.794803032428
86506,2482.523564697351
88456,6691.439828051978
84134,10861.866180923427
81088,11224.166040916218
103960,11176.148485345198
84925,12907.88786054584
97306,10107.348821054899
83752,7695.579818953051
100696,3649.166367557124
76472,11654.421912495194
101128,12752.380528840615
105932,14345.350430099354
86416,7702.263679646955
79616,27291.911546795036
83395,14103.37046418898
88734,11396.15759124069
106676,17691.5712803224
102442,10317.359496191199
88761,17868.561093385826
79708,28053.498845125563
96808,18766.71013283413
103755,9527.36295330791
86273,18131.272201862317
97635,27281.550471771323
80797,24862.686910112585
108000,18935.77862758977
95126,40173.83650517302
105187,31933.988684443877
81613,21158.905042415354
103906,6762.995438220194
105729,7937.539812741487
100637,16044.78510508978
82861,7898.66317128711
107823,16497.479076350068
85274,14475.688080992488
88926,14880.089603393277
87871,10692.57627136265
97970,6911.776356090544
98044,8074.375146005696
90277,7462.717886157078
85647,12679.955914440261
107447,17693.804988207292
79418,8144.8163861845605
80383,28021.59807120554
79894,16104.741435509548
105875,7106.301201778344
86032,11969.499896800255
104423,15804.192349977748
78437,13982.884922188941
79480,17825.569498405985
89973,6258.807234236998
94007,28870.732168093957
93952,15517.86864002666
84548,3626.7645143003847
97885,11340.973120501425
86571,10277.037728129444
77839,37474.090349341364
102201,6027.085232368134
98731,7889.526905598318
82395,17980.695532183727
76816,32983.88175628511
97956,8189.583552184301
86012,13235.736961337761
106393,21573.109143012392
81832,29685.20911209788
82787,19524.086800375087
103974,6713.469291970949
100725,10196.005115120442
86552,7086.11620316009
80174,13829.18590870419
99189,15186.930796354576
102543,13458.883121024217
98518,13883.30162871632
100334,9190.209705278967
92673,17670.557340247968
88008,12116.40145922077
105207,25097.721959669372
106462,23244.940730644903
106106,15780.89749044505
79705,18368.019809666705
108193,17746.188446259177
89668,8152.475720253915
86435,11952.945233708744
101281,11571.021322415605
104753,26181.39981314357
79004,16590.591673858904
89732,2983.658207686255
89201,12880.182416378135
87282,13371.022853068329
101589,9989.780157338066
87352,11468.284782379433
103388,10032.579146049968
93619,17513.485800974093
101941,6500.115939803289
106533,13517.809135810248
90018,23134.157896558536
101265,16405.64951574059
104255,21476.89026879682
80093,26965.448498479058
82433,7745.941862299063
77254,19159.85287517311
106400,30224.004589508248
79847,10190.370717871861
95735,29283.326031643843
106733,20209.24280335494
76318,20262.654875164957
95966,12480.21853660771
101690,9791.490384393963
82845,15809.216178682396
96266,23079.552910274648
104175,28290.05795315321
97347,13944.301708658139
92730,47163.45923638492
84738,9034.521118975494
102596,6336.230563694289
78356,30567.978295275312
94062,30959.289276693125
101662,7001.5872147394
81715,29108.21787094081
103046,12213.466568004995
108133,7336.500520908239
96302,13241.864413976733
83859,22584.341150286506
104815,17457.420752479946
95903,26635.061582782982
79683,10396.102261564452
88888,20180.198402670452
80529,24722.254202177628
81898,74407.78606264126
83435,9743.314967531227
80448,14052.389793411832
79241,32149.483245686795
76056,20298.68794333755
76342,16565.279714480912
98238,9537.023404185506
85878,7959.748033922709
102846,9277.163649925984
90215,3412.8174158808297
79635,60155.83494273047
77561,16844.430084125488
101151,13186.000513082525
93594,26116.322471008658
78703,37979.348167198135
87596,7671.801779427323
92572,19910.285449862844
90757,8092.170484542317
95881,19669.715371491522
98008,13261.97618163572
84805,8970.028487020127
100888,10355.53007232007
82504,15867.867948887935
82177,14841.963558457364
89472,33606.12919800836
82301,16342.383788305713
106483,8796.407104212212
79808,13096.360848303957
83412,17476.17948122708
89386,16934.20029412204
89889,19765.556104756906
108249,17111.26385920508
98252,8858.58537826367
83525,9920.082278806056
102595,10529.897848986739
94255,11732.09907670058
91259,26473.872696184586
99539,7196.423150220541
97379,24187.268971529473
104452,25057.149994790954
88479,11049.102459736416
95424,32330.46891017701
94732,46620.653894644616
89025,10331.671423456242
89497,40783.65682841618
92405,15141.312549747554
95346,16337.431101191658
91337,17879.807879237247
97739,13567.478181988274
81087,13740.020531035205
80661,11588.897110932028
105537,12679.70486534305
81073,27498.636390715434
102770,9835.841082115434
99299,9704.549128520093
77528,18223.698279890785
95278,31312.534269354655
106536,17279.492878721278
79421,14363.538892293443
105026,23644.17042438434
97887,11912.32526975522
106163,18306.305205961322
103242,11178.890271256794
103098,8492.050489903131
76195,15526.102903054321
103418,11280.291292400667
102091,12373.021437706268
102341,7619.085301339267
100315,20268.571778068104
100377,7603.823224171225
78857,21704.750725326106
93748,29240.315447536166
107891,9543.500750670799
77063,27363.744475645293
86916,8983.070075832558
108347,9990.16997898549
94475,18238.888568276605
100383,11647.375815770674
80618,35835.32952429443
98926,10150.378840427118
77228,15697.50110093701
106915,15152.85366640483
92594,12169.29297427497
80745,33993.17809272602
78361,11126.076104294714
95725,26255.578337413397
105171,8089.966216897598
87007,9777.435661760972
104121,15870.25503614175
92877,14807.505620126183
108335,44354.86028020055
101357,13546.044985813787
89325,9856.82618111154
103144,8108.307495333444
101413,5854.475096641925
85182,11017.319851429891
84097,17308.23128395418
101970,5595.536285139714
98315,5086.653917931399
89048,10869.50243657938
106141,8925.356095250578
87105,16376.343085792043
88472,12790.807828178786
93361,15598.99811702015
87040,7849.132572929941
99831,11329.956048296197
95677,12880.600346646916
89770,6509.976978334516
77371,27902.480680008615
107143,17878.486083386404
100271,11797.759995864786
83905,11424.923969682313
101531,14928.505946157222
90617,8088.22432281277
83895,18604.426419858923
89453,13877.766296155227
106012,20618.437433425923
76381,19480.434323648027
106986,15784.877084194453
84143,12883.896429633805
91665,44670.644393287985
81350,13676.538553969245
80422,13588.953338134932
84794,6305.120990101719
81156,32407.30260262782
