carID,price
89856,13284.692699029225
106581,21859.01147737205
80886,13691.009348986045
100174,16784.214880218024
81376,24044.57213538026
85391,10414.719286140144
82175,14610.314395715015
95250,15410.084694612266
85071,4896.31678038379
96210,16949.9635186935
80317,27716.70992237004
92731,20742.07507188264
107704,8721.053314304545
98302,7307.35419120996
107055,22702.44677460607
94621,42757.68734154537
91709,19732.28400459715
98193,48343.17846079379
76189,17622.48409344814
86871,13726.973025419438
102917,6705.747671781939
90923,25820.76249275593
101603,8505.433820577204
94196,20759.325174061396
85174,15888.806033034765
103370,12460.247783921366
107877,16428.407429922012
79567,14405.001444882431
90091,9292.551131437553
76169,13588.58383671322
98708,11184.488042528821
107347,21785.105081665755
89583,9356.126297629751
101591,11392.769436644283
92160,15757.135991816369
99676,11531.213361497874
85354,17388.214927963836
81900,11637.256837134404
80345,21081.326539878504
78509,32387.334788792894
100872,9561.074225465163
95087,28164.129751082066
86027,16283.901513270293
89135,13673.363250252654
80557,26365.542073294717
108092,21077.442425915866
102672,16683.6080380193
83022,8090.208099912974
78398,20314.50713083161
95889,29208.55024471701
81117,46765.39102005502
93730,18881.41630983716
101380,9379.392655380329
81772,26944.790827924648
85304,10806.087724431418
86107,5783.631317632304
88696,15728.246215956484
104350,20030.366713382056
87331,12858.600518650805
85206,16580.23730363994
107445,24531.72512506794
106539,28920.134016730826
98712,22692.727666624876
96875,13477.762158945847
108464,22488.823326641155
99890,7758.759890397948
87771,17062.407990457563
79442,20661.819622356583
84170,10927.331258946062
103045,15374.836336862252
101544,3862.902464597619
77350,10625.176155919404
89225,14601.675396918323
79565,57085.85787945363
82849,10435.344414169676
94360,21302.487036813167
103040,6384.1864257181915
105101,45122.141172748146
97077,11719.752334700781
98674,13079.648632468694
93447,29051.042080376115
84951,19687.210852232838
91953,10547.165304444025
102101,8187.08608335286
92604,30919.627989732235
89010,9881.567640368548
102729,10127.962821053288
88024,10720.774602735695
104367,11979.19054205909
101230,11176.692042094066
82524,19229.10358454679
95279,48091.17707800784
106098,12259.999077842396
89749,8738.226922424934
101277,6602.737494278351
108016,27378.962261402423
81259,26612.212281058433
97434,20485.088293347308
105289,26078.69332490668
103379,9792.959041269622
78317,31303.495683542787
104166,22075.992066009352
106660,32356.78504799994
107490,12118.647537388315
90684,13804.220680157145
90032,6814.618839213657
79481,19077.949457425813
102524,9157.12351405818
100778,17077.81795844518
77810,14777.445853570593
98979,13333.446970092731
76558,19194.094544774485
94550,22429.827793280805
107246,6143.5480401056275
77429,26209.460936667336
106105,12409.530901729344
105213,9608.235433019345
102747,10498.787173128852
104958,15384.818830925478
96036,17325.712253804933
92310,22735.502048638413
100837,6039.820244238823
82858,11231.006611514096
90119,10783.484217115596
77304,21683.07831930144
89011,11297.90516034849
84623,16773.611336537608
99665,22561.653618754015
100592,10028.229995920185
82623,10485.485278018412
92035,18870.76412536774
84305,10362.847802682567
92903,6300.597934256625
93398,20189.26090797762
108067,19790.284533530896
85062,8286.004896655517
81727,38535.81068076587
95637,10839.962721663695
89690,8348.090279371618
83240,17820.911719006504
89711,8411.693474737689
96945,10392.607017143504
104924,22485.743532751017
79633,19887.054577862982
89582,4612.758580503569
98080,7399.640309135191
85992,6608.24110079474
86712,12863.580729513587
105767,13007.048024880056
100590,8962.206379556781
104574,15424.704202842697
97246,12254.728950293513
78141,18261.85213411297
91590,28972.2675442025
80767,14148.361922365264
100344,14572.421247616856
88987,20820.288605851863
96479,20735.019081837705
90598,8961.929510222133
83880,8213.855464528127
86802,14937.86161523785
103078,15623.513994159375
84736,9538.77106720162
84196,3357.7887456449325
102062,10058.18690091387
90110,6794.250394335348
102907,11397.699232642315
81776,23978.784023186723
102431,6413.641426260478
80442,14173.267949982288
78656,28423.443581188472
78537,35297.46328634429
102511,8600.586195486896
93612,19839.952194435886
99284,7867.081867937178
96315,15580.188260610072
94305,41555.567331728496
100636,10838.359146907238
81816,15267.003726712375
100352,16016.33719746472
101476,10612.292506517342
93392,32921.92532928433
93995,22879.93158156335
94261,31055.976958152238
89117,15511.416187532035
86506,2464.669874433028
88456,6663.0529600515
84134,10839.545734080279
81088,11120.922373553083
103960,11130.46496825027
84925,12903.828474211168
97306,10063.307598713092
83752,7648.786363774828
100696,3636.0981721913736
76472,11573.12736472007
101128,12658.532614665797
105932,14362.355793630057
86416,7578.456079878981
79616,27343.12533267392
83395,14052.347420985276
88734,11357.969936985912
106676,17702.676791416983
102442,10303.60023748825
88761,17936.22459381616
79708,28196.139323827658
96808,18777.75459554406
103755,9490.563295251366
86273,18106.452986892822
97635,27464.729037633242
80797,24986.77553562733
108000,19042.6629995135
95126,40422.707998123806
105187,31906.899040590193
81613,21256.403852323572
103906,6774.004333414322
105729,7963.083560240657
